#                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_11_length_186925_cov_42.279989_43  -            262 46726at72274         -            190   5.3e-82  272.8   4.7   1   1   3.2e-83   1.5e-81  271.3   4.7     6   188    18   236    14   239 0.87 # 44319 # 45104 # 1 # ID=11_43;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.640
NODE_36_length_66994_cov_42.587651_61   -            581 46726at72274         -            190   1.6e-15   56.0   0.6   1   2   4.5e-06   0.00022   19.7   0.1    17    56   356   395   342   458 0.81 # 60936 # 62678 # -1 # ID=36_61;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.649
NODE_36_length_66994_cov_42.587651_61   -            581 46726at72274         -            190   1.6e-15   56.0   0.6   2   2   2.1e-10   9.8e-09   33.9   0.1    84   153   464   535   445   540 0.80 # 60936 # 62678 # -1 # ID=36_61;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.649
NODE_10_length_199183_cov_41.836345_51  -            275 46726at72274         -            190   2.2e-15   55.6   0.2   1   2    0.0003     0.014   13.8   0.1    17    49    57    89    43   149 0.83 # 56514 # 57338 # -1 # ID=10_51;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.617
NODE_10_length_199183_cov_41.836345_51  -            275 46726at72274         -            190   2.2e-15   55.6   0.2   2   2   2.8e-12   1.3e-10   40.0   0.0    79   172   161   259   145   270 0.83 # 56514 # 57338 # -1 # ID=10_51;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.617
NODE_50_length_38781_cov_44.722343_20   -            370 46726at72274         -            190   2.6e-15   55.3   0.1   1   2   0.00085     0.041   12.3   0.0     6    49    19    65    16    78 0.86 # 21204 # 22313 # 1 # ID=50_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.613
NODE_50_length_38781_cov_44.722343_20   -            370 46726at72274         -            190   2.6e-15   55.3   0.1   2   2   1.5e-12   7.2e-11   40.8   0.0    64   151   117   207    99   212 0.76 # 21204 # 22313 # 1 # ID=50_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.613
NODE_4_length_234165_cov_40.976902_82   -            319 46726at72274         -            190   2.8e-15   55.2   0.5   1   2       0.2       9.4    4.6   0.0    10    42    24    59    15    76 0.77 # 85334 # 86290 # -1 # ID=4_82;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.644
NODE_4_length_234165_cov_40.976902_82   -            319 46726at72274         -            190   2.8e-15   55.2   0.5   2   2   5.2e-15   2.5e-13   48.9   0.1    79   172   149   247   128   257 0.82 # 85334 # 86290 # -1 # ID=4_82;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.644
NODE_23_length_101372_cov_40.184625_48  -            611 46726at72274         -            190   4.6e-15   54.5   0.4   1   2   4.4e-06   0.00021   19.7   0.1    13    49   382   421   373   454 0.78 # 50966 # 52798 # -1 # ID=23_48;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.612
NODE_23_length_101372_cov_40.184625_48  -            611 46726at72274         -            190   4.6e-15   54.5   0.4   2   2   4.8e-10   2.3e-08   32.7   0.0    83   167   502   588   492   604 0.78 # 50966 # 52798 # -1 # ID=23_48;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.612
NODE_41_length_54595_cov_41.846130_41   -            236 46726at72274         -            190     8e-15   53.7   0.3   1   2    0.0046      0.22    9.9   0.0     7    46    29    71    24    77 0.77 # 46689 # 47396 # -1 # ID=41_41;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.637
NODE_41_length_54595_cov_41.846130_41   -            236 46726at72274         -            190     8e-15   53.7   0.3   2   2   6.9e-13   3.3e-11   41.9   0.1    70   155   134   226    91   230 0.82 # 46689 # 47396 # -1 # ID=41_41;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.637
NODE_76_length_15585_cov_38.435848_11   -            223 46726at72274         -            190   9.5e-15   53.5   0.5   1   2   3.6e-05    0.0017   16.8   0.0    17    49    32    64    18   104 0.83 # 9675 # 10343 # 1 # ID=76_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.652
NODE_76_length_15585_cov_38.435848_11   -            223 46726at72274         -            190   9.5e-15   53.5   0.5   2   2   8.9e-11   4.2e-09   35.1   0.2    77   152   131   210   118   218 0.80 # 9675 # 10343 # 1 # ID=76_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.652
NODE_44_length_49491_cov_42.563077_37   -            329 46726at72274         -            190   1.1e-14   53.3   1.0   1   2      0.27        13    4.1   0.1     9    47    26    67    20   107 0.74 # 40434 # 41420 # -1 # ID=44_37;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.658
NODE_44_length_49491_cov_42.563077_37   -            329 46726at72274         -            190   1.1e-14   53.3   1.0   2   2   9.6e-15   4.6e-13   48.0   0.1    75   172   148   250   109   259 0.82 # 40434 # 41420 # -1 # ID=44_37;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.658
NODE_45_length_49217_cov_41.736458_47   -            226 46726at72274         -            190   1.1e-14   53.3   0.0   1   1   1.3e-13     6e-12   44.4   0.0    63   147   118   209    16   215 0.91 # 47617 # 48294 # 1 # ID=45_47;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.625
NODE_5_length_229610_cov_41.480005_40   -            584 46726at72274         -            190   1.4e-14   52.9   0.4   1   2   0.00045     0.022   13.2   0.1    10    50   348   391   343   417 0.86 # 46311 # 48062 # 1 # ID=5_40;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.619
NODE_5_length_229610_cov_41.480005_40   -            584 46726at72274         -            190   1.4e-14   52.9   0.4   2   2     2e-11   9.6e-10   37.2   0.0    83   155   465   539   446   552 0.81 # 46311 # 48062 # 1 # ID=5_40;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.619
NODE_2_length_236949_cov_43.085704_5    -            843 46726at72274         -            190   1.5e-14   52.9   2.1   1   3   1.4e-06   6.7e-05   21.4   0.1    63   144   359   444   323   452 0.75 # 3236 # 5764 # -1 # ID=2_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.647
NODE_2_length_236949_cov_43.085704_5    -            843 46726at72274         -            190   1.5e-14   52.9   2.1   2   3       2.5   1.2e+02    1.0   0.0    20    47   527   555   510   558 0.73 # 3236 # 5764 # -1 # ID=2_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.647
NODE_2_length_236949_cov_43.085704_5    -            843 46726at72274         -            190   1.5e-14   52.9   2.1   3   3   1.5e-08   7.2e-07   27.8   0.0    79   152   725   803   706   833 0.70 # 3236 # 5764 # -1 # ID=2_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.647
NODE_53_length_37563_cov_43.749466_24   -            602 46726at72274         -            190   1.9e-14   52.5   0.2   1   2   0.00037     0.017   13.5   0.1    17    48   383   414   369   433 0.86 # 26935 # 28740 # -1 # ID=53_24;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.604
NODE_53_length_37563_cov_43.749466_24   -            602 46726at72274         -            190   1.9e-14   52.5   0.2   2   2   3.1e-11   1.5e-09   36.6   0.0    82   177   490   588   477   596 0.83 # 26935 # 28740 # -1 # ID=53_24;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.604
NODE_4_length_234165_cov_40.976902_147  -            590 46726at72274         -            190   2.5e-14   52.1   0.0   1   2     3e-05    0.0014   17.0   0.0    17    49   372   404   360   430 0.86 # 156971 # 158740 # -1 # ID=4_147;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.628
NODE_4_length_234165_cov_40.976902_147  -            590 46726at72274         -            190   2.5e-14   52.1   0.0   2   2   5.3e-10   2.5e-08   32.5   0.0    85   173   482   573   474   585 0.77 # 156971 # 158740 # -1 # ID=4_147;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.628
NODE_22_length_101384_cov_40.935415_47  -            278 46726at72274         -            190   9.2e-14   50.3   0.0   1   2    0.0031      0.15   10.4   0.0    10    36    47    76    42    93 0.75 # 54158 # 54991 # -1 # ID=22_47;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.602
NODE_22_length_101384_cov_40.935415_47  -            278 46726at72274         -            190   9.2e-14   50.3   0.0   2   2   1.3e-11   6.2e-10   37.8   0.0    81   147   170   238   134   248 0.80 # 54158 # 54991 # -1 # ID=22_47;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.602
NODE_32_length_70754_cov_42.115706_29   -            658 46726at72274         -            190   1.6e-13   49.5   0.1   1   2   0.00023     0.011   14.2   0.0     7    46    24    66    20    76 0.87 # 28612 # 30585 # 1 # ID=32_29;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=3-4bp;gc_cont=0.627
NODE_32_length_70754_cov_42.115706_29   -            658 46726at72274         -            190   1.6e-13   49.5   0.1   2   2   4.7e-10   2.2e-08   32.7   0.0    82   147   144   212   128   228 0.83 # 28612 # 30585 # 1 # ID=32_29;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=3-4bp;gc_cont=0.627
NODE_59_length_31676_cov_43.847442_5    -            653 46726at72274         -            190   1.8e-13   49.3   0.5   1   2   0.00092     0.044   12.2   0.1     9    49    25    68    21    71 0.86 # 26661 # 28619 # 1 # ID=59_5;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.613
NODE_59_length_31676_cov_43.847442_5    -            653 46726at72274         -            190   1.8e-13   49.3   0.5   2   2   1.3e-10   6.1e-09   34.5   0.0    80   151   141   214   127   234 0.79 # 26661 # 28619 # 1 # ID=59_5;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.613
NODE_19_length_107352_cov_42.100236_64  -            602 46726at72274         -            190   2.1e-13   49.1   0.0   1   2   0.00069     0.033   12.6   0.0     6    79   368   442   366   455 0.74 # 82472 # 84277 # 1 # ID=19_64;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.609
NODE_19_length_107352_cov_42.100236_64  -            602 46726at72274         -            190   2.1e-13   49.1   0.0   2   2     2e-10   9.6e-09   33.9   0.0    84   162   492   572   472   590 0.79 # 82472 # 84277 # 1 # ID=19_64;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.609
NODE_4_length_234165_cov_40.976902_21   -            309 46726at72274         -            190   1.6e-12   46.2   0.3   1   2     6e-06   0.00029   19.3   0.0     7    49    15    60    10    66 0.85 # 17256 # 18182 # 1 # ID=4_21;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.547
NODE_4_length_234165_cov_40.976902_21   -            309 46726at72274         -            190   1.6e-12   46.2   0.3   2   2     1e-07   4.8e-06   25.1   0.0    75   130   123   178   110   227 0.85 # 17256 # 18182 # 1 # ID=4_21;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.547
NODE_8_length_205641_cov_42.305415_155  -            575 46726at72274         -            190   3.8e-12   45.0   0.0   1   2   0.00021      0.01   14.3   0.0     6    64   384   448   379   455 0.80 # 164999 # 166723 # -1 # ID=8_155;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.586
NODE_8_length_205641_cov_42.305415_155  -            575 46726at72274         -            190   3.8e-12   45.0   0.0   2   2   9.8e-09   4.7e-07   28.4   0.0    75   136   483   546   459   555 0.76 # 164999 # 166723 # -1 # ID=8_155;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.586
NODE_32_length_70754_cov_42.115706_35   -            552 46726at72274         -            190   8.3e-12   43.9   0.3   1   2   1.9e-07   9.3e-06   24.2   0.1    17    49   367   399   356   407 0.87 # 37710 # 39365 # 1 # ID=32_35;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.600
NODE_32_length_70754_cov_42.115706_35   -            552 46726at72274         -            190   8.3e-12   43.9   0.3   2   2   2.5e-05    0.0012   17.3   0.0    60   144   438   530   431   545 0.79 # 37710 # 39365 # 1 # ID=32_35;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.600
NODE_18_length_119600_cov_42.302422_9   -            366 46726at72274         -            190   9.5e-12   43.7   0.0   1   2   4.8e-06   0.00023   19.6   0.0    20    49    39    68    29    89 0.90 # 8719 # 9816 # -1 # ID=18_9;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.602
NODE_18_length_119600_cov_42.302422_9   -            366 46726at72274         -            190   9.5e-12   43.7   0.0   2   2   8.8e-07   4.2e-05   22.0   0.0    69   173   124   234    97   242 0.78 # 8719 # 9816 # -1 # ID=18_9;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.602
NODE_18_length_119600_cov_42.302422_10  -            365 46726at72274         -            190   1.3e-11   43.3   0.5   1   2   0.00086     0.041   12.3   0.1    20    58    32    70    11   121 0.80 # 9816 # 10910 # -1 # ID=18_10;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.612
NODE_18_length_119600_cov_42.302422_10  -            365 46726at72274         -            190   1.3e-11   43.3   0.5   2   2   5.3e-09   2.6e-07   29.3   0.1    78   130   126   179   109   228 0.76 # 9816 # 10910 # -1 # ID=18_10;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.612
NODE_22_length_101384_cov_40.935415_14  -            235 46726at72274         -            190   1.3e-11   43.2   0.3   1   2    0.0011     0.054   11.9   0.0    17    48    31    63    17    70 0.80 # 13002 # 13706 # -1 # ID=22_14;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.660
NODE_22_length_101384_cov_40.935415_14  -            235 46726at72274         -            190   1.3e-11   43.2   0.3   2   2   4.2e-09     2e-07   29.6   0.1    70   141   128   203   103   219 0.76 # 13002 # 13706 # -1 # ID=22_14;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.660
NODE_21_length_103625_cov_43.206963_34  -            241 46726at72274         -            190   4.4e-11   41.5   0.1   1   2   7.1e-05    0.0034   15.8   0.0     5    50    24    72    20   113 0.87 # 26900 # 27622 # 1 # ID=21_34;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.645
NODE_21_length_103625_cov_43.206963_34  -            241 46726at72274         -            190   4.4e-11   41.5   0.1   2   2   2.4e-07   1.1e-05   23.9   0.0    84   132   153   201   132   222 0.80 # 26900 # 27622 # 1 # ID=21_34;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.645
NODE_47_length_47116_cov_42.181501_30   -            573 46726at72274         -            190   2.5e-09   35.8   0.0   1   2   0.00049     0.024   13.1   0.0    16    40   363   387   349   397 0.81 # 42668 # 44386 # 1 # ID=47_30;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.485
NODE_47_length_47116_cov_42.181501_30   -            573 46726at72274         -            190   2.5e-09   35.8   0.0   2   2   2.9e-06   0.00014   20.4   0.0    78   174   459   557   438   567 0.80 # 42668 # 44386 # 1 # ID=47_30;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.485
NODE_10_length_199183_cov_41.836345_176 -            387 46726at72274         -            190   5.9e-07   28.1   0.2   1   2    0.0054      0.26    9.7   0.0    16    48    20    53     9    58 0.78 # 191653 # 192813 # 1 # ID=10_176;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.641
NODE_10_length_199183_cov_41.836345_176 -            387 46726at72274         -            190   5.9e-07   28.1   0.2   2   2   5.8e-05    0.0028   16.1   0.0    66   145   266   349   233   366 0.81 # 191653 # 192813 # 1 # ID=10_176;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.641
NODE_4_length_234165_cov_40.976902_34   -            232 46726at72274         -            190    0.0061   15.0   0.1   1   1   0.00033     0.016   13.6   0.0    95   139    41    83    15    93 0.82 # 29677 # 30372 # -1 # ID=4_34;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.619
NODE_86_length_10447_cov_37.540397_10   -            942 46726at72274         -            190     0.092   11.1   0.7   1   1     0.012      0.59    8.5   0.7    14   138   169   281   158   286 0.72 # 7436 # 10261 # 1 # ID=86_10;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.648
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/busco_downloads/lineages/pseudomonadales_odb10/hmms/46726at72274.hmm
# Target file:     /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/../out/busco/trim_75.spades_kmer/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/../out/busco/trim_75.spades_kmer/run_pseudomonadales_odb10/hmmer_output/46726at72274.out --cpu 1 /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/busco_downloads/lineages/pseudomonadales_odb10/hmms/46726at72274.hmm /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/../out/busco/trim_75.spades_kmer/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /data2/PEG/hoaxaca/REAA/Pseudomonas/bin
# Date:            Mon Feb 20 00:36:57 2023
# [ok]
